#agent	time	s_region	s_node	t_region	t_node
119	19015	57	73	46	46
120	19214	57	73	51	40
121	19267	57	73	45	29
122	19564	56	44	57	73
123	19754	55	36	57	73
124	19866	57	73	45	29
125	20040	57	73	55	36
126	20289	53	38	58	74
127	20493	57	73	48	43
128	20508	51	40	58	74
129	20763	50	41	57	73
130	21028	50	41	57	73
131	21161	46	46	57	73
132	21310	55	36	58	74
133	21410	58	74	54	37
134	21454	58	74	51	40
135	21740	46	46	57	73
136	21889	48	43	57	73
137	22078	48	43	58	74
138	22153	57	73	46	46
139	22408	58	74	49	42
140	22578	58	74	45	29
141	22591	48	43	57	73
142	22742	57	73	48	43
143	22867	53	38	58	74
144	22867	54	37	57	73
145	23139	58	74	52	39
146	23157	58	74	56	44
147	23305	58	74	52	39
148	23483	57	73	49	42
149	23743	57	73	47	45
150	24036	45	29	57	73
151	24049	58	74	46	46
152	24125	49	42	57	73
153	24246	46	46	58	74
154	24395	57	73	45	29
155	24597	56	44	57	73
156	24701	58	74	46	46
157	24785	51	40	58	74
158	25085	55	36	57	73
159	25181	58	74	51	40
160	25353	57	73	50	41
161	25643	58	74	55	36
162	25937	58	74	46	46
163	26037	49	42	58	74
164	26204	57	73	45	29
165	26335	46	46	57	73
166	26625	57	73	45	29
167	26865	49	42	58	74
168	27055	58	74	49	42
169	27328	56	44	57	73
170	27413	58	74	46	46
171	27441	55	36	57	73
172	27658	57	73	54	37
173	27658	58	74	47	45
174	27888	57	73	48	43
175	28056	57	73	49	42
176	28078	51	40	57	73
177	28317	57	73	53	38
178	28440	57	73	51	40
179	28671	58	74	56	44
180	28677	57	73	56	44
181	28891	55	36	57	73
182	29047	45	29	57	73
183	29270	57	73	55	36
184	29278	53	38	57	73
185	29356	53	38	57	73
186	29493	58	74	54	37
187	29699	57	73	49	42
188	29779	57	73	48	43
189	29807	45	29	58	74
190	30059	51	40	57	73
191	30281	47	45	58	74
192	30578	56	44	57	73
193	30714	58	74	52	39
194	30799	51	40	57	73
195	31053	58	74	55	36
196	31163	47	45	57	73
197	31223	58	74	49	42
198	31311	57	73	47	45
199	31436	57	73	49	42
200	31558	48	43	58	74
201	31736	45	29	58	74
202	31909	58	74	56	44
203	31959	58	74	49	42
204	32215	57	73	56	44
205	32258	45	29	57	73
206	32501	57	73	45	29
207	32510	51	40	57	73
208	32619	57	73	55	36
209	32827	58	74	54	37
210	32980	52	39	58	74
211	33133	57	73	45	29
212	33159	47	45	57	73
213	33328	57	73	55	36
214	33575	58	74	54	37
215	33722	58	74	49	42
216	33773	58	74	55	36
217	33778	58	74	53	38
218	33884	53	38	58	74
219	33956	57	73	48	43
220	33972	51	40	57	73
221	33979	58	74	51	40
222	34232	57	73	55	36
223	34464	49	42	58	74
224	34489	58	74	53	38
225	34621	51	40	58	74
226	34666	57	73	54	37
227	34869	57	73	52	39
228	35121	57	73	54	37
229	35130	50	41	58	74
230	35316	57	73	55	36
231	35469	58	74	56	44
232	35471	57	73	52	39
233	35755	57	73	54	37
234	35900	57	73	55	36
235	36172	47	45	57	73
236	36436	58	74	51	40
237	36575	58	74	48	43
238	36693	58	74	55	36
239	36732	57	73	54	37
240	37011	57	73	49	42
241	37188	57	73	48	43
242	37441	56	44	57	73
243	37608	55	36	57	73
244	37862	55	36	58	74
245	37984	58	74	47	45
246	38133	58	74	50	41
247	38391	48	43	58	74
248	38488	58	74	52	39
249	38512	45	29	57	73
250	38714	56	44	58	74
251	38808	54	37	58	74
252	39037	51	40	58	74
253	39179	56	44	58	74
254	39325	58	74	49	42
255	39580	58	74	56	44
256	39813	57	73	56	44
257	39872	54	37	57	73
258	40149	57	73	55	36
259	40347	46	46	57	73
260	40616	58	74	56	44
261	40634	53	38	58	74
262	40802	57	73	51	40
263	40993	58	74	51	40
264	41058	55	36	57	73
265	41349	54	37	57	73
266	41494	49	42	57	73
267	41715	57	73	46	46
268	41930	45	29	58	74
269	42040	53	38	57	73
270	42258	50	41	58	74
271	42506	52	39	58	74
272	42710	47	45	57	73
273	42978	57	73	52	39
274	43245	58	74	53	38
275	43387	58	74	46	46
276	43409	58	74	53	38
277	43565	50	41	58	74
278	43793	50	41	57	73
279	44039	48	43	57	73
280	44244	58	74	49	42
281	44419	58	74	55	36
282	44648	57	73	48	43
283	44787	47	45	58	74
284	44839	57	73	51	40
285	44969	57	73	47	45
286	45048	58	74	56	44
287	45290	58	74	54	37
288	45324	47	45	58	74
289	45583	57	73	45	29
290	45608	57	73	46	46
291	45759	57	73	54	37
292	45893	57	73	55	36
293	46020	58	74	53	38
294	46120	57	73	45	29
295	46270	57	73	48	43
296	46557	57	73	56	44
297	46575	58	74	49	42
298	46594	58	74	47	45
299	46784	58	74	48	43
300	46868	58	74	53	38
301	47165	58	74	54	37
302	47294	54	37	57	73
303	47541	57	73	47	45
304	47661	47	45	57	73
305	47881	58	74	48	43
306	47923	58	74	56	44
307	48212	46	46	58	74
308	48502	58	74	56	44
309	48592	57	73	49	42
310	48662	50	41	57	73
311	48943	58	74	54	37
312	48991	58	74	48	43
313	49147	57	73	54	37
314	49220	57	73	49	42
315	49380	58	74	48	43
316	49522	45	29	57	73
317	49576	57	73	47	45
318	49732	57	73	45	29
319	49835	49	42	57	73
320	49881	58	74	45	29
321	50049	57	73	46	46
322	50127	58	74	49	42
323	50357	50	41	57	73
324	50523	58	74	55	36
325	50639	51	40	57	73
326	50807	57	73	52	39
327	51089	56	44	58	74
328	51169	55	36	57	73
329	51278	57	73	48	43
330	51493	48	43	57	73
331	51541	57	73	54	37
332	51770	48	43	57	73
333	51908	53	38	58	74
334	52165	52	39	58	74
335	52369	46	46	58	74
336	52454	49	42	58	74
337	52526	54	37	58	74
338	52550	55	36	58	74
339	52808	49	42	57	73
340	52897	45	29	57	73
341	53081	48	43	58	74
342	53160	57	73	56	44
343	53432	56	44	58	74
344	53634	55	36	58	74
345	53764	52	39	57	73
346	53863	57	73	47	45
347	54147	58	74	47	45
348	54280	57	73	52	39
349	54575	46	46	58	74
350	54796	50	41	58	74
351	54845	47	45	58	74
352	55007	46	46	58	74
353	55217	51	40	58	74
354	55458	54	37	58	74
355	55504	55	36	58	74
356	55801	58	74	56	44
357	55866	57	73	54	37
358	56042	57	73	55	36
359	56239	57	73	52	39
360	56302	54	37	57	73
361	56303	57	73	53	38
362	56537	57	73	48	43
363	56542	58	74	54	37
364	56783	45	29	57	73
365	56798	58	74	52	39
366	56985	55	36	58	74
367	57016	58	74	47	45
368	57047	47	45	57	73
369	57255	58	74	48	43
370	57271	56	44	57	73
371	57490	45	29	57	73
372	57787	49	42	58	74
373	58047	45	29	57	73
374	58189	57	73	52	39
375	58320	58	74	55	36
376	58362	45	29	58	74
377	58417	56	44	58	74
378	58651	57	73	50	41
379	58854	49	42	57	73
380	58896	58	74	52	39
381	59145	54	37	58	74
382	59266	55	36	58	74
383	59557	58	74	51	40
384	59695	51	40	57	73
385	59819	55	36	57	73
386	59834	57	73	47	45
387	59985	58	74	51	40
388	60270	58	74	46	46
389	60286	57	73	46	46
390	60296	57	73	56	44
391	60359	47	45	58	74
392	60529	47	45	58	74
393	60604	58	74	46	46
394	60828	47	45	57	73
395	61102	58	74	55	36
396	61281	47	45	57	73
397	61551	45	29	58	74
398	61835	58	74	55	36
399	62114	48	43	57	73
400	62391	57	73	56	44
401	62497	46	46	58	74
402	62663	53	38	57	73
403	62786	46	46	58	74
404	62854	57	73	45	29
405	62950	57	73	56	44
406	62973	52	39	58	74
407	63041	57	73	55	36
408	63226	58	74	54	37
409	63279	58	74	52	39
410	63479	49	42	57	73
411	63567	54	37	57	73
412	63710	47	45	58	74
413	63791	57	73	56	44
414	63791	49	42	58	74
415	63928	57	73	49	42
416	64178	53	38	57	73
417	64430	52	39	57	73
418	64620	45	29	58	74
419	64732	57	73	54	37
420	64835	58	74	53	38
421	64843	53	38	57	73
422	64878	57	73	45	29
423	64970	50	41	58	74
424	65045	48	43	58	74
425	65158	57	73	56	44
426	65186	55	36	58	74
427	65348	57	73	49	42
428	65625	46	46	58	74
429	65745	58	74	53	38
430	65837	57	73	55	36
431	66095	58	74	48	43
432	66289	57	73	49	42
433	66396	53	38	58	74
434	66413	51	40	58	74
435	66553	58	74	56	44
436	66751	57	73	52	39
437	67046	46	46	57	73
438	67295	52	39	58	74
439	67589	54	37	58	74
440	67852	57	73	49	42
441	68016	58	74	50	41
442	68282	47	45	58	74
443	68430	57	73	55	36
444	68541	52	39	58	74
445	68631	57	73	48	43
446	68897	52	39	58	74
447	69037	58	74	49	42
448	69209	56	44	58	74
449	69280	49	42	58	74
450	69549	57	73	49	42
451	69732	54	37	57	73
452	70021	57	73	49	42
453	70143	58	74	50	41
454	70279	57	73	52	39
455	70514	58	74	50	41
456	70650	50	41	57	73
457	70762	58	74	47	45
458	70857	55	36	58	74
459	71079	56	44	57	73
460	71329	58	74	46	46
461	71496	49	42	57	73
462	71595	57	73	48	43
463	71731	46	46	58	74
464	71790	45	29	58	74
465	72082	45	29	57	73
466	72098	57	73	46	46
467	72320	47	45	57	73
468	72462	48	43	57	73
469	72536	58	74	48	43
470	72819	57	73	55	36
471	72935	57	73	54	37
472	72969	56	44	58	74
473	73137	58	74	46	46
474	73291	58	74	54	37
475	73585	57	73	46	46
476	73807	55	36	57	73
477	73821	56	44	57	73
478	74023	57	73	53	38
479	74151	58	74	53	38
480	74371	58	74	48	43
481	74595	58	74	45	29
482	74692	51	40	58	74
483	74923	57	73	52	39
484	75178	58	74	55	36
485	75316	56	44	57	73
486	75435	57	73	52	39
487	75537	47	45	57	73
488	75783	45	29	57	73
489	75979	50	41	57	73
490	76206	52	39	57	73
491	76228	57	73	55	36
492	76300	57	73	50	41
493	76450	57	73	51	40
494	76559	58	74	53	38
495	76685	58	74	53	38
496	76834	57	73	52	39
497	76932	50	41	58	74
498	77158	57	73	47	45
499	77394	57	73	55	36
500	77529	56	44	58	74
501	77564	57	73	48	43
502	77835	57	73	51	40
503	77883	45	29	57	73
504	77915	46	46	57	73
505	78020	58	74	55	36
506	78071	57	73	45	29
507	78248	58	74	46	46
508	78440	50	41	57	73
509	78718	56	44	57	73
510	78890	58	74	48	43
511	78942	51	40	57	73
512	78971	49	42	57	73
513	79162	58	74	48	43
514	79284	46	46	57	73
515	79493	50	41	57	73
516	79772	57	73	49	42
517	79868	56	44	57	73
518	80038	57	73	52	39
519	80200	57	73	56	44
520	80362	50	41	57	73
521	80464	57	73	49	42
522	80735	58	74	48	43
523	80809	47	45	58	74
524	80830	57	73	50	41
525	81062	45	29	57	73
526	81330	51	40	58	74
527	81548	47	45	57	73
528	81766	51	40	58	74
529	81935	53	38	57	73
530	82210	48	43	57	73
531	82344	58	74	50	41
532	82537	57	73	45	29
533	82537	58	74	56	44
534	82596	46	46	58	74
535	82896	49	42	58	74
536	83130	57	73	51	40
537	83186	50	41	57	73
538	83248	46	46	57	73
539	83514	57	73	56	44
540	83809	57	73	49	42
541	84087	57	73	54	37
542	84151	58	74	55	36
543	84315	55	36	57	73
544	84531	57	73	51	40
545	84541	56	44	58	74
546	84728	54	37	57	73
547	85014	49	42	58	74
548	85088	53	38	58	74
549	85165	58	74	46	46
550	85217	57	73	46	46
551	85283	58	74	53	38
552	85441	47	45	57	73
553	85614	45	29	57	73
554	85725	49	42	57	73
555	85753	58	74	46	46
556	85865	58	74	55	36
557	85936	57	73	52	39
558	86015	48	43	58	74
559	86257	58	74	54	37
560	86418	47	45	58	74
561	86702	56	44	58	74
562	86969	47	45	58	74
563	87055	58	74	46	46
564	87086	57	73	56	44
565	87093	57	73	46	46
566	87185	54	37	58	74
567	87364	57	73	55	36
568	87458	57	73	45	29
569	87560	52	39	57	73
570	87633	55	36	57	73
571	87804	50	41	58	74
572	88010	58	74	47	45
573	88145	57	73	53	38
574	88167	57	73	51	40
575	88459	58	74	56	44
576	88654	57	73	52	39
577	88759	50	41	57	73
578	88815	55	36	57	73
579	88926	58	74	55	36
580	89145	57	73	48	43
581	89266	57	73	56	44
582	89519	57	73	52	39
583	89804	57	73	55	36
584	90014	57	73	48	43
585	90201	54	37	58	74
586	90315	57	73	47	45
587	90368	49	42	58	74
588	90647	52	39	58	74
589	90735	49	42	57	73
590	90765	50	41	57	73
591	90871	57	73	45	29
592	90904	57	73	46	46
593	91127	58	74	53	38
594	91173	58	74	56	44
595	91216	57	73	47	45
596	91360	57	73	45	29
597	91458	55	36	58	74
598	91633	57	73	49	42
599	91832	57	73	45	29
600	91938	53	38	57	73
601	92140	57	73	55	36
602	92329	54	37	57	73
603	92433	48	43	57	73
604	92675	54	37	58	74
605	92867	50	41	58	74
606	93020	51	40	57	73
607	93147	58	74	45	29
608	93348	57	73	46	46
609	93482	57	73	47	45
610	93740	49	42	57	73
611	93897	57	73	48	43
612	93982	47	45	57	73
613	94250	58	74	51	40
614	94266	57	73	56	44
615	94434	58	74	49	42
616	94467	49	42	58	74
617	94694	52	39	58	74
618	94817	58	74	45	29
619	94878	58	74	56	44
620	95155	58	74	49	42
621	95438	57	73	46	46
622	95665	48	43	57	73
623	95729	57	73	54	37
624	95799	57	73	48	43
625	95825	49	42	58	74
626	95845	58	74	49	42
627	96061	53	38	58	74
628	96089	57	73	51	40
629	96140	52	39	58	74
630	96335	57	73	49	42
631	96344	57	73	48	43
632	96372	55	36	57	73
633	96629	58	74	56	44
634	96884	50	41	58	74
635	96898	57	73	45	29
636	96935	58	74	50	41
637	97081	51	40	58	74
638	97381	53	38	57	73
639	97521	49	42	58	74
640	97730	58	74	45	29
641	97988	57	73	46	46
642	98284	56	44	57	73
643	98357	54	37	57	73
644	98608	58	74	51	40
645	98646	57	73	51	40
646	98652	57	73	53	38
647	98880	52	39	57	73
648	99002	57	73	45	29
649	99032	55	36	57	73
650	99057	58	74	45	29
651	99319	52	39	57	73
652	99402	46	46	57	73
653	99619	53	38	58	74
654	99831	58	74	54	37
655	99855	57	73	56	44
656	100144	55	36	57	73
657	100218	57	73	51	40
658	100251	58	74	51	40
659	100424	58	74	51	40
660	100602	52	39	57	73
661	100811	46	46	58	74
662	101066	52	39	58	74
663	101146	58	74	48	43
664	101281	58	74	55	36
665	101507	53	38	57	73
666	101582	58	74	48	43
667	101655	58	74	51	40
668	101862	54	37	57	73
669	102021	58	74	55	36
670	102030	55	36	58	74
671	102271	56	44	58	74
672	102547	46	46	58	74
673	102723	49	42	58	74
674	102999	57	73	49	42
675	103068	57	73	50	41
676	103197	49	42	58	74
677	103229	51	40	58	74
678	103381	57	73	46	46
679	103412	47	45	57	73
680	103686	54	37	57	73
681	103967	57	73	45	29
682	104194	57	73	50	41
683	104199	47	45	57	73
684	104390	45	29	58	74
685	104539	57	73	52	39
686	104671	57	73	49	42
687	104829	57	73	47	45
688	104931	58	74	48	43
689	105039	46	46	57	73
690	105311	58	74	54	37
691	105436	48	43	57	73
692	105485	46	46	57	73
693	105575	52	39	58	74
694	105776	56	44	58	74
695	106056	51	40	57	73
696	106115	58	74	54	37
697	106305	58	74	52	39
698	106441	58	74	50	41
699	106671	49	42	57	73
700	106838	48	43	58	74
701	107070	58	74	55	36
702	107357	46	46	57	73
703	107396	57	73	52	39
704	107691	57	73	49	42
705	107961	57	73	47	45
706	108002	52	39	57	73
707	108018	46	46	57	73
708	108275	58	74	50	41
709	108346	49	42	58	74
710	108603	57	73	49	42
711	108775	55	36	57	73
712	108856	58	74	46	46
713	108931	48	43	57	73
714	109202	57	73	52	39
715	109305	50	41	57	73
716	109402	45	29	57	73
717	109603	50	41	58	74
718	109695	57	73	50	41
719	109850	57	73	51	40
720	109897	53	38	57	73
721	110105	57	73	49	42
722	110262	54	37	58	74
723	110326	55	36	58	74
724	110503	57	73	49	42
725	110758	58	74	56	44
726	110938	57	73	51	40
727	110939	46	46	57	73
728	111099	58	74	49	42
729	111329	55	36	58	74
730	111573	46	46	58	74
731	111627	47	45	58	74
732	111779	58	74	51	40
733	111882	53	38	57	73
734	111998	58	74	56	44
735	112044	57	73	48	43
736	112107	49	42	57	73
737	112387	54	37	57	73
738	112467	58	74	45	29
739	112631	55	36	58	74
740	112719	52	39	57	73
741	112873	51	40	57	73
742	112998	58	74	52	39
743	113135	48	43	58	74
744	113338	56	44	57	73
745	113473	58	74	45	29
746	113737	57	73	46	46
747	113820	47	45	57	73
748	113855	46	46	58	74
749	113968	57	73	49	42
750	114206	57	73	48	43
751	114311	57	73	52	39
752	114408	56	44	58	74
753	114521	58	74	47	45
754	114781	50	41	57	73
755	114860	47	45	58	74
756	115137	57	73	55	36
757	115403	57	73	52	39
758	115698	57	73	55	36
759	115753	58	74	50	41
760	115823	58	74	50	41
761	115949	56	44	58	74
762	116192	46	46	57	73
763	116250	58	74	52	39
764	116429	57	73	47	45
765	116624	45	29	57	73
766	116788	58	74	50	41
767	117001	50	41	58	74
768	117076	54	37	58	74
769	117101	49	42	58	74
770	117257	57	73	51	40
771	117340	58	74	51	40
772	117500	58	74	45	29
773	117601	46	46	57	73
774	117804	57	73	45	29
775	118065	58	74	53	38
776	118076	58	74	52	39
777	118319	57	73	54	37
778	118368	51	40	58	74
779	118606	53	38	58	74
780	118629	58	74	56	44
781	118894	46	46	58	74
782	119008	49	42	57	73
783	119047	58	74	50	41
784	119316	57	73	51	40
785	119521	58	74	55	36
786	119563	57	73	45	29
787	119764	52	39	57	73
788	119787	54	37	57	73
789	119907	57	73	53	38
790	119998	46	46	57	73
791	120268	46	46	58	74
792	120373	51	40	58	74
793	120551	57	73	50	41
794	120830	57	73	47	45
795	121021	57	73	46	46
796	121283	58	74	52	39
797	121529	58	74	48	43
798	121584	58	74	46	46
799	121692	50	41	58	74
800	121737	52	39	58	74
801	121844	58	74	52	39
802	122040	57	73	53	38
803	122064	57	73	54	37
804	122209	54	37	58	74
805	122423	57	73	46	46
806	122458	58	74	50	41
807	122527	53	38	58	74
808	122569	57	73	46	46
809	122623	57	73	56	44
810	122739	58	74	51	40
811	122916	56	44	58	74
812	123211	57	73	45	29
813	123307	57	73	55	36
814	123474	46	46	57	73
815	123561	57	73	56	44
816	123840	58	74	51	40
817	124062	57	73	51	40
818	124271	58	74	48	43
819	124530	58	74	45	29
820	124823	53	38	57	73
821	125065	58	74	50	41
822	125081	54	37	57	73
823	125116	58	74	52	39
824	125358	47	45	58	74
825	125565	58	74	45	29
826	125721	56	44	58	74
827	125743	48	43	58	74
828	126038	57	73	49	42
829	126076	58	74	48	43
830	126232	57	73	50	41
831	126475	57	73	47	45
832	126726	47	45	57	73
833	126992	58	74	53	38
834	127216	58	74	45	29
835	127413	54	37	57	73
836	127515	55	36	58	74
837	127787	58	74	56	44
838	127895	57	73	45	29
839	128010	58	74	48	43
840	128062	58	74	49	42
841	128096	58	74	47	45
842	128322	50	41	58	74
843	128350	57	73	54	37
844	128615	57	73	56	44
845	128863	58	74	51	40
846	129105	58	74	52	39
847	129306	58	74	56	44
848	129365	57	73	45	29
849	129571	57	73	49	42
850	129659	45	29	58	74
851	129863	53	38	58	74
852	130063	58	74	45	29
853	130350	49	42	57	73
854	130564	57	73	54	37
855	130688	57	73	46	46
856	130883	58	74	46	46
857	131095	47	45	58	74
858	131115	57	73	51	40
859	131179	58	74	55	36
860	131214	46	46	58	74
861	131385	51	40	57	73
862	131435	53	38	57	73
863	131662	57	73	52	39
864	131768	57	73	45	29
865	131829	54	37	57	73
866	131994	57	73	45	29
867	132207	57	73	56	44
868	132471	56	44	57	73
869	132526	54	37	57	73
870	132672	58	74	45	29
871	132680	57	73	54	37
872	132956	57	73	49	42
873	133177	48	43	58	74
874	133444	47	45	57	73
875	133571	48	43	58	74
876	133780	58	74	47	45
877	134021	57	73	56	44
878	134123	54	37	57	73
879	134412	57	73	49	42
880	134641	58	74	55	36
881	134919	57	73	55	36
882	134962	53	38	57	73
883	135209	57	73	52	39
884	135229	58	74	47	45
885	135348	58	74	48	43
886	135537	57	73	54	37
887	135682	54	37	57	73
888	135839	57	73	47	45
889	135853	51	40	57	73
890	135911	58	74	54	37
891	136177	53	38	57	73
892	136234	49	42	58	74
893	136357	47	45	58	74
894	136502	58	74	54	37
895	136773	48	43	57	73
896	136960	48	43	58	74
897	137013	46	46	58	74
898	137138	58	74	51	40
899	137378	46	46	57	73
900	137384	55	36	57	73
901	137630	58	74	51	40
902	137746	57	73	53	38
903	137966	57	73	50	41
904	138094	57	73	50	41
905	138149	57	73	45	29
906	138231	53	38	57	73
907	138491	58	74	47	45
908	138633	50	41	57	73
909	138707	58	74	55	36
910	138983	58	74	48	43
911	139246	58	74	55	36
912	139365	51	40	57	73
913	139542	49	42	58	74
914	139802	57	73	55	36
915	140059	58	74	55	36
916	140088	53	38	57	73
917	140165	52	39	57	73
918	140294	56	44	57	73
919	140302	47	45	57	73
920	140530	52	39	58	74
921	140785	45	29	57	73
922	140818	51	40	58	74
923	141056	46	46	57	73
924	141092	57	73	49	42
925	141110	58	74	45	29
926	141395	49	42	57	73
927	141420	47	45	57	73
928	141588	58	74	56	44
929	141652	57	73	54	37
930	141861	54	37	57	73
931	142092	49	42	58	74
932	142337	51	40	58	74
933	142579	46	46	58	74
934	142620	58	74	55	36
935	142718	58	74	54	37
936	142862	58	74	49	42
937	143038	50	41	57	73
938	143117	56	44	58	74
939	143276	49	42	57	73
940	143317	58	74	53	38
941	143447	58	74	46	46
942	143714	57	73	56	44
943	144005	56	44	58	74
944	144093	56	44	57	73
945	144337	58	74	51	40
946	144540	45	29	58	74
947	144725	58	74	55	36
948	144927	51	40	57	73
949	145088	55	36	58	74
950	145184	52	39	57	73
951	145449	56	44	58	74
952	145488	48	43	57	73
953	145601	51	40	57	73
954	145733	49	42	57	73
955	145884	57	73	47	45
956	146173	55	36	57	73
957	146328	58	74	49	42
958	146601	52	39	57	73
959	146862	58	74	47	45
960	146927	57	73	49	42
961	147059	58	74	54	37
962	147061	57	73	56	44
963	147115	58	74	47	45
964	147170	47	45	58	74
965	147335	55	36	58	74
966	147443	57	73	49	42
967	147598	48	43	58	74
968	147679	57	73	48	43
969	147785	57	73	54	37
970	147845	58	74	45	29
971	148058	58	74	55	36
972	148239	52	39	57	73
973	148426	58	74	46	46
974	148606	48	43	57	73
975	148631	58	74	50	41
976	148743	57	73	48	43
977	149001	48	43	58	74
978	149059	58	74	54	37
979	149301	57	73	48	43
980	149514	58	74	45	29
981	149707	57	73	45	29
982	149985	57	73	48	43
983	150170	47	45	58	74
984	150339	57	73	51	40
985	150528	57	73	53	38
986	150687	57	73	53	38
987	150901	57	73	54	37
988	151050	57	73	49	42
989	151062	53	38	58	74
990	151360	58	74	55	36
991	151387	58	74	51	40
992	151500	57	73	54	37
993	151538	47	45	58	74
994	151750	53	38	57	73
995	151751	57	73	52	39
996	151762	45	29	57	73
997	151776	58	74	50	41
998	151937	58	74	45	29
999	151937	49	42	57	73
1000	152109	58	74	56	44
1001	152253	45	29	58	74
1002	152466	49	42	58	74
1003	152620	57	73	55	36
1004	152856	49	42	58	74
1005	152882	58	74	52	39
1006	153084	57	73	47	45
1007	153360	52	39	57	73
1008	153483	58	74	55	36
1009	153744	57	73	55	36
1010	154016	57	73	51	40
1011	154313	55	36	58	74
1012	154432	57	73	51	40
1013	154643	48	43	58	74
1014	154863	57	73	48	43
1015	154882	57	73	55	36
1016	155173	57	73	55	36
1017	155176	57	73	50	41
1018	155436	57	73	53	38
1019	155514	56	44	58	74
1020	155746	57	73	45	29
1021	155979	53	38	58	74
1022	156141	49	42	57	73
1023	156236	45	29	58	74
1024	156263	58	74	49	42
1025	156386	57	73	51	40
1026	156466	58	74	50	41
1027	156669	50	41	57	73
1028	156800	56	44	57	73
1029	157012	49	42	58	74
1030	157018	57	73	54	37
1031	157164	51	40	58	74
1032	157297	50	41	57	73
1033	157407	52	39	57	73
1034	157490	57	73	52	39
1035	157560	57	73	52	39
1036	157740	47	45	58	74
1037	157988	58	74	50	41
1038	158085	55	36	58	74
1039	158138	57	73	49	42
1040	158276	57	73	54	37
1041	158308	56	44	58	74
1042	158395	46	46	57	73
1043	158437	58	74	45	29
1044	158551	56	44	57	73
1045	158849	57	73	53	38
1046	158874	54	37	57	73
1047	159071	57	73	55	36
1048	159231	53	38	57	73
1049	159387	49	42	57	73
1050	159667	55	36	57	73
1051	159923	45	29	58	74
1052	160177	53	38	58	74
1053	160473	58	74	55	36
1054	160486	58	74	56	44
1055	160560	49	42	57	73
1056	160643	56	44	57	73
1057	160770	52	39	57	73
1058	160824	48	43	57	73
1059	160831	57	73	54	37
1060	160878	55	36	58	74
1061	161075	57	73	55	36
1062	161164	58	74	47	45
1063	161323	50	41	57	73
1064	161563	58	74	51	40
1065	161568	56	44	58	74
1066	161642	55	36	58	74
1067	161936	58	74	54	37
1068	162008	46	46	58	74
