#agent	time	s_region	s_node	t_region	t_node
87	12652	308	398	297	346
88	12881	307	397	174	237
89	12911	212	269	306	395
90	13084	307	397	284	344
91	13201	306	395	254	389
92	13260	308	398	174	237
93	13455	305	396	301	378
94	13754	235	301	306	395
95	13766	272	334	305	396
96	13839	264	326	305	396
97	14052	275	337	308	398
98	14216	178	240	307	397
99	14511	305	396	287	318
100	14624	245	309	307	397
101	14653	307	397	291	355
102	14761	207	274	307	397
103	14889	264	326	306	395
104	14898	278	340	307	397
105	15036	186	249	305	396
106	15059	308	398	195	254
107	15356	307	397	185	250
108	15650	305	396	180	245
109	15784	306	395	204	266
110	15800	305	396	208	273
111	16012	307	397	195	254
112	16030	180	245	306	395
113	16182	199	361	308	398
114	16303	307	397	278	340
115	16442	268	330	306	395
116	16636	307	397	262	324
117	16886	308	398	214	281
118	17054	221	291	306	395
119	17147	285	343	307	397
120	17321	306	395	234	383
121	17407	305	396	291	355
122	17633	183	252	305	396
123	17916	206	275	306	395
124	17951	240	302	305	396
125	18038	283	350	306	395
126	18091	213	268	305	396
127	18280	308	398	179	244
128	18327	308	398	296	349
129	18627	305	396	234	383
130	18871	202	264	305	396
131	18960	305	396	282	351
132	19162	306	395	279	341
133	19164	221	291	307	397
134	19207	186	249	307	397
135	19394	306	395	291	355
136	19464	280	353	307	397
137	19718	206	275	307	397
138	19755	307	397	212	269
139	19962	306	395	217	278
140	20043	306	395	214	281
141	20081	305	396	261	323
142	20244	306	395	284	344
143	20492	305	396	218	277
144	20589	308	398	257	311
145	20590	306	395	180	245
146	20823	307	397	251	293
147	21115	242	304	308	398
148	21157	231	380	306	395
149	21386	305	396	203	265
150	21625	308	398	264	326
151	21629	221	291	306	395
152	21769	244	310	305	396
153	21809	305	396	227	287
154	21965	273	335	307	397
155	22166	257	311	305	396
156	22403	192	257	306	395
157	22640	305	396	292	356
158	22884	182	387	305	396
159	22973	226	283	308	398
160	23217	202	264	307	397
161	23400	308	398	253	315
162	23667	305	396	261	323
163	23942	177	243	308	398
164	24198	245	309	308	398
165	24368	308	398	238	298
166	24444	306	395	268	391
167	24534	306	395	207	274
168	24832	297	346	308	398
169	24971	281	352	308	398
170	25047	305	396	254	389
171	25275	306	395	184	251
172	25400	305	396	179	244
173	25406	307	397	218	277
174	25703	213	268	308	398
175	25920	306	395	235	301
176	26105	178	240	308	398
177	26315	217	278	308	398
178	26449	306	395	213	268
179	26696	188	261	308	398
180	26783	307	397	191	258
181	27004	215	280	308	398
182	27144	233	382	306	395
183	27352	307	397	240	302
184	27576	197	238	305	396
185	27719	269	331	308	398
186	27950	306	395	299	358
187	28106	306	395	259	317
188	28181	224	282	305	396
189	28264	308	398	253	315
190	28398	306	395	295	348
191	28693	305	396	254	314
192	28803	305	396	293	357
193	29074	263	325	307	397
194	29091	307	397	291	355
195	29288	227	287	306	395
196	29325	296	394	307	397
197	29450	259	317	306	395
198	29683	305	396	238	298
199	29827	189	260	306	395
200	30105	305	396	238	298
201	30133	308	398	275	337
202	30187	301	378	307	397
203	30333	307	397	282	351
204	30543	308	398	224	282
205	30808	266	328	308	398
206	31065	307	397	178	240
207	31165	307	397	221	291
208	31338	297	346	306	395
209	31553	306	395	181	246
210	31725	283	350	305	396
211	31996	307	397	205	267
212	32261	185	250	308	398
213	32472	307	397	220	292
214	32487	201	263	307	397
215	32607	229	285	305	396
216	32836	306	395	185	250
217	32886	224	282	305	396
218	32937	298	345	306	395
219	33141	270	332	306	395
220	33167	270	332	306	395
221	33274	305	396	255	313
222	33306	274	336	307	397
223	33604	307	397	197	238
224	33714	307	397	232	381
225	33956	306	395	175	239
226	34243	306	395	290	392
227	34289	305	396	180	245
228	34492	249	296	308	398
229	34754	306	395	197	238
230	35005	219	276	308	398
231	35143	294	347	306	395
232	35397	274	336	305	396
233	35406	292	356	305	396
234	35520	242	304	305	396
235	35749	305	396	300	359
236	35861	228	284	306	395
237	35932	305	396	282	351
238	35966	198	360	305	396
239	36095	254	314	305	396
240	36216	307	397	290	392
241	36248	308	398	211	270
242	36280	298	345	305	396
243	36333	242	304	307	397
244	36469	307	397	253	315
245	36530	305	396	284	344
246	36565	305	396	197	238
247	36651	307	397	235	301
248	36730	227	287	306	395
249	36786	238	298	305	396
250	36906	307	397	300	359
251	37082	241	303	308	398
252	37298	305	396	256	312
253	37437	308	398	184	251
254	37650	193	256	306	395
255	37841	305	396	290	321
256	38066	307	397	276	338
257	38229	269	331	308	398
258	38241	305	396	188	261
259	38447	306	395	211	270
260	38686	299	358	307	397
261	38886	308	398	272	334
262	39057	306	395	247	307
263	39316	221	291	307	397
264	39413	305	396	180	245
265	39578	251	293	305	396
266	39796	305	396	182	387
267	39865	286	342	307	397
268	39878	307	397	182	387
269	40119	250	294	306	395
270	40205	305	396	254	389
271	40406	307	397	219	276
272	40514	275	337	308	398
273	40674	308	398	194	255
274	40842	293	393	306	395
275	41085	305	396	205	267
276	41133	307	397	276	338
277	41189	243	305	305	396
278	41236	308	398	251	293
279	41385	308	398	196	253
280	41532	257	311	305	396
281	41588	308	398	197	238
282	41590	305	396	196	253
283	41606	306	395	188	261
284	41902	267	329	305	396
285	42048	224	282	308	398
286	42164	308	398	219	276
287	42333	308	398	231	380
288	42594	307	397	206	275
289	42894	179	244	305	396
290	42924	209	272	306	395
291	43191	305	396	226	283
292	43331	307	397	263	325
293	43582	307	397	215	280
294	43740	241	303	308	398
295	43884	305	396	298	345
296	43946	305	396	192	257
297	44235	307	397	227	287
298	44336	233	382	306	395
299	44392	201	263	308	398
300	44668	249	296	306	395
301	44675	299	358	306	395
302	44763	306	395	276	338
303	45019	306	395	199	361
304	45104	308	398	212	269
305	45299	305	396	220	292
306	45388	306	395	220	292
307	45610	306	395	280	353
308	45888	308	398	219	276
309	46004	308	398	225	288
310	46053	229	285	307	397
311	46066	307	397	261	323
312	46136	258	316	307	397
313	46227	232	381	306	395
314	46521	308	398	256	312
315	46801	305	396	261	323
316	46942	284	344	308	398
317	47166	308	398	274	336
318	47278	308	398	207	274
319	47367	306	395	217	278
320	47634	216	279	307	397
321	47832	306	395	180	245
322	48056	306	395	226	283
323	48205	305	396	230	286
324	48493	305	396	278	340
325	48720	306	395	231	380
326	48890	180	245	308	398
327	49138	305	396	280	353
328	49243	295	348	305	396
329	49330	270	332	306	395
330	49402	305	396	239	297
331	49700	250	294	308	398
332	49754	216	279	306	395
333	50028	308	398	216	279
334	50304	307	397	202	264
335	50384	250	294	307	397
336	50680	306	395	235	301
337	50945	307	397	185	250
338	51177	228	284	306	395
339	51381	305	396	224	282
340	51486	306	395	298	345
341	51729	287	318	308	398
342	51870	306	395	259	317
343	52102	272	334	308	398
344	52351	308	398	301	378
345	52595	305	396	244	310
346	52871	305	396	241	303
347	53149	274	336	305	396
348	53427	224	282	308	398
349	53432	308	398	275	337
350	53575	206	275	306	395
351	53852	226	283	306	395
352	53908	308	398	289	320
353	54077	305	396	205	267
354	54318	243	305	308	398
355	54377	308	398	280	353
356	54394	308	398	192	257
357	54635	174	237	306	395
358	54868	243	305	306	395
359	55028	306	395	184	251
360	55220	190	259	307	397
361	55274	244	310	308	398
362	55513	275	337	307	397
363	55590	305	396	277	339
364	55594	226	283	308	398
365	55673	305	396	195	254
366	55760	268	391	308	398
367	55774	305	396	302	354
368	55829	307	397	201	263
369	55875	307	397	253	315
370	55977	306	395	244	310
371	56259	292	356	308	398
372	56346	307	397	183	252
373	56502	274	336	308	398
374	56791	241	303	306	395
375	56799	306	395	279	341
376	57010	307	397	214	281
377	57025	221	291	308	398
378	57214	305	396	294	347
379	57446	308	398	268	330
380	57547	218	277	307	397
381	57621	305	396	240	302
382	57629	308	398	261	323
383	57660	269	331	306	395
384	57737	255	313	305	396
385	57936	263	325	306	395
386	58058	308	398	264	326
387	58120	236	300	307	397
388	58198	308	398	235	301
389	58375	306	395	189	260
390	58378	182	247	306	395
391	58485	271	333	307	397
392	58568	185	250	306	395
393	58787	305	396	191	258
394	58886	305	396	285	343
395	59097	292	356	307	397
396	59316	307	397	279	341
397	59396	307	397	250	294
398	59548	301	378	305	396
399	59691	284	344	305	396
400	59794	269	331	305	396
401	59810	308	398	238	298
402	59870	196	253	306	395
403	60030	220	292	305	396
404	60200	234	383	305	396
405	60209	280	353	306	395
406	60486	307	397	287	318
407	60598	307	397	234	383
408	60659	308	398	298	345
409	60809	307	397	227	287
410	60815	214	281	305	396
411	60962	307	397	263	390
412	61189	192	257	308	398
413	61258	305	396	213	268
414	61510	262	324	306	395
415	61758	307	397	299	358
416	61934	306	395	247	307
417	62126	209	272	308	398
418	62315	250	294	308	398
419	62402	292	356	307	397
420	62459	297	346	306	395
421	62536	308	398	183	252
422	62595	308	398	198	360
423	62646	281	352	308	398
424	62783	305	396	271	333
425	62809	308	398	222	290
426	63006	244	310	306	395
427	63012	192	257	308	398
428	63283	238	298	308	398
429	63539	306	395	190	259
430	63737	228	284	307	397
431	63882	270	332	308	398
432	64035	189	260	305	396
433	64255	284	344	305	396
434	64303	308	398	219	276
435	64447	215	280	308	398
436	64480	306	395	261	323
437	64649	308	398	193	256
438	64921	306	395	246	308
439	65032	245	309	307	397
440	65136	216	279	306	395
441	65333	306	395	284	344
442	65349	306	395	229	285
443	65561	175	239	308	398
444	65726	307	397	180	245
445	65880	262	324	305	396
446	65955	306	395	296	349
447	66128	307	397	188	261
448	66173	223	289	306	395
449	66248	261	323	306	395
450	66474	300	359	305	396
451	66618	203	265	307	397
452	66732	200	262	308	398
453	66983	306	395	274	336
454	67211	272	334	307	397
455	67340	307	397	284	344
456	67531	308	398	246	308
457	67563	265	327	308	398
458	67785	306	395	254	389
459	67786	289	320	305	396
460	67803	270	332	306	395
461	67974	189	260	308	398
462	67975	308	398	277	339
463	68196	306	395	194	255
464	68453	305	396	225	288
465	68561	276	338	307	397
466	68698	247	307	308	398
467	68742	285	343	307	397
468	69008	308	398	237	299
469	69257	227	287	306	395
470	69370	279	341	308	398
471	69379	262	324	307	397
472	69515	308	398	286	342
473	69683	233	382	305	396
474	69927	209	272	307	397
475	70105	233	382	307	397
476	70183	305	396	273	335
477	70363	252	295	306	395
478	70434	307	397	268	391
479	70620	305	396	282	351
480	70817	305	396	268	391
481	70997	272	334	307	397
482	71154	306	395	232	381
483	71176	299	358	308	398
484	71197	305	396	279	341
485	71461	215	280	305	396
486	71556	264	326	306	395
487	71716	305	396	221	291
488	71759	305	396	263	325
489	72053	211	270	306	395
490	72288	221	291	307	397
491	72568	224	282	306	395
492	72837	308	398	246	308
493	73071	306	395	241	303
494	73334	192	257	305	396
495	73448	308	398	219	276
496	73556	263	325	308	398
497	73824	250	294	306	395
498	74101	202	264	305	396
499	74390	189	260	307	397
500	74476	308	398	185	250
501	74545	305	396	193	388
502	74833	244	310	308	398
503	74905	206	275	308	398
504	75013	305	396	205	267
505	75065	292	356	308	398
506	75296	275	337	306	395
507	75518	307	397	210	271
508	75635	273	335	305	396
509	75726	215	280	307	397
510	75790	305	396	289	320
511	75988	180	245	306	395
512	76033	174	237	305	396
513	76051	307	397	251	293
514	76257	266	328	307	397
515	76305	185	250	308	398
516	76479	306	395	276	338
517	76623	305	396	257	311
518	76663	190	259	308	398
519	76899	250	294	305	396
520	77190	306	395	266	328
521	77432	183	252	306	395
522	77461	308	398	226	283
523	77532	308	398	276	338
524	77714	306	395	270	332
525	77827	197	238	305	396
526	77892	305	396	191	258
527	78180	306	395	192	257
528	78327	305	396	267	329
529	78569	308	398	266	328
530	78672	308	398	244	310
531	78902	308	398	200	262
532	79152	184	251	305	396
533	79198	207	274	306	395
534	79214	226	283	307	397
535	79305	305	396	300	359
536	79533	306	395	192	257
537	79607	276	338	306	395
538	79728	214	281	308	398
539	79790	286	342	306	395
540	80083	305	396	257	311
541	80132	305	396	251	293
542	80231	282	351	308	398
543	80455	308	398	288	319
544	80466	307	397	277	339
545	80498	176	386	307	397
546	80583	308	398	244	310
547	80875	308	398	215	280
548	81127	215	280	307	397
549	81138	298	345	305	396
550	81398	308	398	301	378
551	81448	187	248	306	395
552	81571	306	395	224	282
553	81732	241	303	306	395
554	82028	307	397	186	249
555	82173	273	335	306	395
556	82282	307	397	283	350
557	82579	179	244	305	396
558	82665	217	278	306	395
559	82923	308	398	243	305
560	83193	175	239	306	395
561	83235	306	395	264	326
562	83306	305	396	225	288
563	83343	268	391	306	395
564	83605	306	395	244	310
565	83645	293	357	305	396
566	83694	198	360	307	397
567	83872	305	396	220	292
568	83949	185	250	307	397
569	84229	308	398	284	344
570	84293	307	397	200	262
571	84541	243	305	308	398
572	84799	277	339	307	397
573	85030	264	326	306	395
574	85242	182	387	305	396
575	85264	308	398	287	318
576	85441	305	396	289	320
577	85594	212	269	305	396
578	85819	280	353	308	398
579	85928	226	283	307	397
580	86210	197	238	306	395
581	86490	191	258	305	396
582	86546	291	355	308	398
583	86772	276	338	307	397
584	87002	305	396	244	310
585	87061	182	387	305	396
586	87333	175	239	307	397
587	87404	308	398	192	257
588	87440	305	396	174	237
589	87543	307	397	247	307
590	87786	232	381	305	396
591	88017	306	395	284	344
592	88216	307	397	263	325
593	88226	216	279	306	395
594	88511	242	304	306	395
595	88797	247	307	305	396
596	89063	307	397	197	238
597	89098	308	398	205	267
598	89124	282	351	307	397
599	89215	191	258	306	395
600	89264	307	397	211	270
601	89429	225	288	308	398
602	89607	183	252	307	397
603	89674	200	262	306	395
604	89829	305	396	177	243
605	89835	240	302	307	397
606	90028	265	327	306	395
607	90185	306	395	273	335
608	90293	205	267	305	396
609	90593	294	347	305	396
610	90677	268	330	306	395
611	90838	265	327	305	396
612	91108	307	397	279	341
613	91343	284	344	307	397
614	91372	305	396	270	332
615	91589	234	383	307	397
616	91769	180	245	306	395
617	91769	307	397	230	286
618	91947	227	287	308	398
619	92217	275	337	306	395
620	92226	236	300	308	398
621	92493	280	353	308	398
622	92530	305	396	265	327
623	92819	305	396	233	382
624	92958	288	319	308	398
625	93078	196	253	308	398
626	93219	219	276	306	395
627	93273	196	253	305	396
628	93353	307	397	181	246
629	93546	200	262	305	396
630	93614	307	397	247	307
631	93863	305	396	286	342
632	94014	259	317	305	396
633	94089	306	395	188	261
634	94353	308	398	294	347
635	94443	306	395	280	353
636	94652	202	264	307	397
637	94842	212	269	305	396
638	94864	295	348	305	396
639	95146	240	302	307	397
640	95406	307	397	178	240
641	95528	227	287	307	397
642	95821	236	300	306	395
643	95992	306	395	259	317
644	96025	183	252	305	396
645	96281	277	339	305	396
646	96456	305	396	281	352
647	96550	307	397	175	239
648	96626	307	397	248	306
649	96706	306	395	249	296
650	96713	306	395	179	244
651	96926	202	264	305	396
652	97008	216	279	305	396
653	97257	291	355	305	396
654	97366	218	277	305	396
655	97475	305	396	232	381
656	97621	218	277	307	397
657	97727	308	398	288	319
658	97764	215	280	305	396
659	98057	308	398	192	257
660	98112	214	281	305	396
661	98218	196	253	305	396
662	98256	191	258	306	395
663	98532	305	396	230	286
664	98594	277	339	307	397
665	98814	305	396	186	249
666	98915	271	333	308	398
667	99181	306	395	246	308
668	99222	306	395	262	324
669	99492	305	396	248	306
670	99541	180	245	308	398
671	99640	307	397	240	302
672	99692	285	343	306	395
673	99693	280	353	307	397
674	99904	245	309	308	398
675	100014	306	395	271	333
676	100296	195	254	308	398
677	100313	280	353	308	398
678	100610	197	238	307	397
679	100636	308	398	298	345
680	100806	298	345	307	397
681	101076	207	274	307	397
682	101362	305	396	184	251
683	101585	305	396	281	352
684	101872	305	396	177	243
685	102123	247	307	308	398
686	102370	307	397	209	272
687	102518	306	395	270	332
688	102540	174	237	307	397
689	102828	308	398	297	346
690	103107	305	396	193	388
691	103213	305	396	248	306
692	103471	307	397	273	335
693	103642	265	327	306	395
694	103702	308	398	299	358
695	103705	306	395	289	320
696	103955	243	305	308	398
697	104183	181	246	305	396
698	104364	308	398	232	381
699	104438	305	396	297	346
700	104511	251	293	308	398
701	104674	306	395	289	320
702	104743	193	256	308	398
703	104760	307	397	176	386
704	104762	306	395	206	275
705	105041	210	271	305	396
706	105221	307	397	259	317
707	105443	227	287	306	395
708	105512	305	396	298	345
709	105658	244	310	308	398
710	105701	187	248	305	396
711	105884	207	274	306	395
712	106039	306	395	192	257
713	106248	307	397	292	356
714	106492	305	396	214	281
715	106551	248	306	307	397
716	106701	244	310	308	398
717	106859	308	398	248	306
718	106862	306	395	213	268
719	107039	307	397	230	286
720	107086	306	395	270	332
721	107103	255	313	305	396
722	107231	221	291	307	397
723	107477	306	395	180	245
724	107741	308	398	239	297
725	108023	292	356	307	397
726	108270	199	361	305	396
727	108360	305	396	264	326
728	108546	308	398	286	342
729	108640	299	358	307	397
730	108820	268	391	307	397
731	108830	307	397	240	302
732	108924	216	279	307	397
733	109036	178	240	307	397
734	109146	307	397	276	338
735	109372	306	395	226	283
736	109506	276	338	308	398
737	109572	226	283	306	395
738	109731	307	397	208	273
739	110028	180	245	306	395
740	110202	308	398	220	292
741	110472	307	397	195	254
742	110578	308	398	187	248
743	110752	307	397	205	267
744	110999	194	255	307	397
745	111257	306	395	266	328
746	111320	191	258	306	395
747	111439	266	328	308	398
748	111705	306	395	187	248
749	111888	245	309	307	397
750	112172	307	397	182	387
751	112310	307	397	211	270
752	112351	306	395	266	328
753	112447	305	396	235	301
754	112507	285	343	305	396
755	112536	305	396	256	312
756	112710	305	396	195	254
757	112878	306	395	276	338
758	112956	281	352	305	396
759	113195	259	317	306	395
760	113477	308	398	269	331
761	113762	305	396	302	354
762	113919	307	397	239	297
763	113967	259	317	308	398
764	113982	306	395	281	352
765	114186	194	255	307	397
766	114366	307	397	266	328
767	114592	175	239	306	395
768	114791	208	273	307	397
769	115012	195	254	307	397
770	115225	189	260	306	395
771	115476	308	398	230	286
772	115541	307	397	294	347
773	115757	307	397	217	278
774	115757	267	329	306	395
775	115931	308	398	298	345
776	116110	305	396	258	316
777	116399	269	331	305	396
778	116694	308	398	180	245
779	116757	176	386	306	395
780	116875	285	343	305	396
781	117123	305	396	219	276
782	117304	205	267	307	397
783	117442	253	315	307	397
784	117535	307	397	256	312
785	117574	191	258	308	398
786	117718	306	395	264	326
787	117908	291	355	306	395
788	117989	308	398	274	336
789	118003	307	397	203	265
790	118256	307	397	222	290
791	118309	305	396	212	269
792	118462	307	397	249	296
793	118703	306	395	297	346
794	118933	188	261	305	396
795	118956	306	395	296	349
796	119000	305	396	301	378
797	119134	287	318	307	397
798	119318	308	398	260	322
799	119451	301	378	308	398
800	119587	298	345	307	397
801	119839	207	274	307	397
802	120008	306	395	234	383
803	120035	246	308	307	397
804	120254	269	331	308	398
805	120485	236	300	305	396
806	120525	305	396	209	272
807	120680	305	396	291	355
808	120877	307	397	206	275
809	120900	307	397	285	343
810	120959	302	354	307	397
811	121023	252	295	305	396
812	121023	248	306	305	396
813	121164	220	292	308	398
814	121318	242	304	305	396
815	121547	222	290	306	395
816	121652	274	336	308	398
817	121849	203	265	307	397
818	121992	190	259	308	398
819	122117	307	397	221	291
820	122378	276	338	308	398
821	122670	301	378	305	396
822	122803	243	305	308	398
823	123060	239	297	305	396
824	123125	305	396	213	268
825	123420	298	345	307	397
826	123648	306	395	259	317
827	123888	302	354	305	396
828	123923	308	398	212	269
829	124168	306	395	223	289
830	124234	264	326	307	397
831	124412	199	361	308	398
832	124494	305	396	227	287
833	124550	305	396	302	354
834	124755	187	248	307	397
835	124888	307	397	288	319
836	125091	186	249	306	395
837	125348	253	315	306	395
838	125513	308	398	292	356
839	125755	258	316	307	397
840	125825	272	334	307	397
841	126119	307	397	294	347
842	126306	305	396	293	393
843	126307	306	395	278	340
844	126395	308	398	205	267
845	126567	283	350	307	397
846	126682	305	396	181	246
847	126889	178	240	308	398
848	127035	305	396	245	309
849	127301	227	287	306	395
850	127415	217	278	307	397
851	127562	308	398	280	353
852	127744	225	288	307	397
853	127981	308	398	288	319
854	128000	263	325	305	396
855	128146	283	350	305	396
856	128273	307	397	186	249
857	128508	305	396	195	254
858	128689	305	396	302	354
859	128721	243	305	307	397
860	128760	305	396	174	237
861	128939	308	398	250	294
862	129095	305	396	291	355
863	129330	267	329	305	396
864	129441	306	395	215	280
865	129661	307	397	211	270
866	129828	233	382	307	397
867	129889	307	397	184	251
868	129958	288	319	306	395
869	130090	305	396	231	380
870	130238	306	395	274	336
871	130395	308	398	189	260
872	130546	207	274	307	397
873	130699	306	395	211	270
874	130927	305	396	264	326
875	131070	191	258	307	397
876	131327	307	397	256	312
877	131495	308	398	284	344
878	131670	299	358	306	395
879	131683	307	397	201	263
880	131940	185	250	305	396
881	132054	306	395	272	334
882	132112	182	387	307	397
883	132363	308	398	222	290
884	132523	305	396	289	320
885	132632	307	397	264	326
886	132854	285	343	305	396
887	132883	306	395	208	273
888	133154	238	298	307	397
889	133271	307	397	240	302
890	133350	276	338	305	396
891	133454	305	396	199	361
892	133705	279	341	306	395
893	133728	261	323	305	396
894	133848	278	340	306	395
895	133876	233	382	307	397
896	133940	306	395	281	352
897	134059	224	282	306	395
898	134179	300	359	308	398
899	134329	307	397	241	303
900	134618	245	309	306	395
901	134703	186	249	306	395
902	134958	228	284	305	396
903	135128	307	397	286	342
904	135400	218	277	307	397
905	135609	234	383	308	398
906	135862	294	347	305	396
907	135964	305	396	252	295
908	136042	180	245	307	397
909	136096	179	244	307	397
910	136226	306	395	177	243
911	136454	245	309	308	398
912	136700	302	354	307	397
913	136939	289	320	306	395
914	137200	281	352	307	397
915	137240	308	398	284	344
916	137399	199	361	306	395
917	137698	225	288	305	396
918	137906	305	396	238	298
919	137971	307	397	291	355
920	138227	308	398	183	252
921	138296	301	378	308	398
922	138416	277	339	306	395
923	138643	308	398	291	355
924	138829	288	319	305	396
925	139041	293	393	308	398
926	139071	193	256	306	395
927	139071	308	398	188	261
928	139093	307	397	182	387
929	139165	307	397	286	342
930	139427	308	398	190	259
931	139541	305	396	284	344
932	139615	295	348	305	396
933	139762	220	292	306	395
934	140030	267	329	305	396
935	140157	307	397	208	273
936	140178	276	338	307	397
937	140424	272	334	305	396
938	140453	208	273	305	396
939	140510	230	286	305	396
940	140755	277	339	305	396
941	140961	253	315	308	398
942	141166	265	327	307	397
943	141227	242	304	308	398
944	141247	248	306	305	396
945	141327	288	319	307	397
946	141398	307	397	242	304
947	141671	275	337	306	395
948	141724	300	359	308	398
949	141995	203	265	305	396
950	142102	243	305	306	395
951	142234	306	395	295	348
952	142500	284	344	306	395
953	142543	305	396	219	276
954	142746	308	398	248	306
955	142950	305	396	246	308
956	143226	306	395	193	256
957	143462	262	324	306	395
958	143700	225	288	305	396
959	143965	306	395	224	282
960	144037	306	395	292	356
961	144335	307	397	267	329
962	144373	286	342	308	398
963	144450	308	398	216	279
964	144687	305	396	181	246
965	144848	306	395	301	378
966	145092	178	240	308	398
967	145360	279	341	306	395
968	145463	181	246	306	395
969	145592	225	288	305	396
970	145866	305	396	301	378
971	145881	237	299	307	397
972	145903	231	380	307	397
973	146137	200	262	306	395
974	146310	305	396	243	305
975	146566	307	397	301	378
976	146679	308	398	208	273
977	146762	269	331	305	396
978	147025	308	398	250	294
979	147070	214	281	305	396
980	147292	271	333	307	397
981	147411	305	396	190	259
982	147502	275	337	307	397
983	147722	261	323	308	398
984	147748	307	397	259	317
985	148033	305	396	258	316
986	148146	308	398	263	390
987	148272	208	273	307	397
988	148308	307	397	226	283
989	148563	266	328	306	395
990	148590	305	396	297	346
991	148714	229	285	307	397
992	148789	306	395	227	287
993	149046	306	395	212	269
994	149323	305	396	260	322
995	149356	290	392	307	397
996	149529	205	267	308	398
997	149731	293	393	305	396
998	149859	244	310	307	397
999	150017	286	342	305	396
1000	150212	305	396	213	268
1001	150389	305	396	290	392
1002	150522	203	265	307	397
1003	150660	306	395	181	246
1004	150804	305	396	250	294
1005	151096	307	397	299	358
1006	151139	307	397	277	339
1007	151198	308	398	223	289
1008	151435	255	313	308	398
1009	151508	308	398	274	336
1010	151508	271	333	306	395
1011	151660	214	281	306	395
1012	151772	284	344	308	398
1013	151834	306	395	252	295
1014	152101	308	398	209	272
1015	152329	306	395	246	308
1016	152462	242	304	307	397
1017	152577	298	345	305	396
1018	152854	306	395	209	272
1019	152881	293	393	306	395
1020	153164	287	318	308	398
1021	153201	261	323	306	395
1022	153216	207	274	307	397
1023	153439	306	395	281	352
1024	153450	229	285	308	398
1025	153630	307	397	234	383
1026	153862	207	274	306	395
1027	153924	305	396	235	301
1028	153957	306	395	210	271
1029	154205	284	344	308	398
1030	154353	204	266	308	398
1031	154415	189	260	307	397
1032	154539	308	398	241	303
1033	154608	220	292	306	395
1034	154718	276	338	307	397
1035	154940	240	302	307	397
1036	155061	212	269	306	395
1037	155086	296	394	308	398
1038	155197	307	397	224	282
1039	155243	306	395	238	298
1040	155278	308	398	285	343
1041	155352	239	297	308	398
1042	155556	280	353	306	395
1043	155721	223	289	307	397
1044	155913	250	294	306	395
1045	156177	187	248	306	395
1046	156288	252	295	308	398
1047	156368	189	260	306	395
1048	156471	203	265	308	398
1049	156655	308	398	288	319
1050	156787	307	397	237	299
1051	157024	305	396	207	274
1052	157144	206	275	305	396
1053	157254	305	396	189	260
1054	157420	271	333	305	396
1055	157626	235	301	306	395
1056	157815	308	398	268	391
1057	157979	307	397	239	297
1058	158029	305	396	204	266
1059	158036	285	343	308	398
1060	158275	308	398	199	361
1061	158531	308	398	246	308
1062	158758	307	397	191	258
1063	159015	305	396	202	264
1064	159182	233	382	308	398
1065	159284	306	395	230	286
1066	159417	247	307	306	395
1067	159559	308	398	256	312
1068	159669	257	311	307	397
1069	159786	308	398	221	291
